"DateTime","Players","Average Players"
"2025-06-24 00:00:00",28985,13846
"2025-06-25 00:00:00",27537,13558
"2025-06-26 00:00:00",27319,13071
"2025-06-27 00:00:00",29376,15144
"2025-06-28 00:00:00",29285,17928
"2025-06-29 00:00:00",27441,17051
"2025-06-30 00:00:00",27916,13677
"2025-07-01 00:00:00",29087,14142
"2025-07-02 00:00:00",28371,13783
"2025-07-03 00:00:00",28513,13742
"2025-07-04 00:00:00",31470,15251
"2025-07-05 00:00:00",29526,18241
"2025-07-06 00:00:00",28002,17281
"2025-07-07 00:00:00",28651,13971
"2025-07-08 00:00:00",29050,14110
"2025-07-09 00:00:00",29252,14111
"2025-07-10 00:00:00",28189,13800
"2025-07-11 00:00:00",27869,14229
"2025-07-12 00:00:00",28568,17117
"2025-07-13 00:00:00",26796,16394
"2025-07-14 00:00:00",28179,13572
"2025-07-15 00:00:00",28396,13537
"2025-07-16 00:00:00",28847,14011
"2025-07-17 00:00:00",26287,13173
"2025-07-18 00:00:00",27531,14104
"2025-07-19 00:00:00",27396,16414
"2025-07-20 00:00:00",26798,16257
"2025-07-21 00:00:00",25376,14439
"2025-07-22 00:00:00",27257,13360
"2025-07-23 00:00:00",26925,13408
"2025-07-24 00:00:00",25824,12794
"2025-07-25 00:00:00",26355,13809
"2025-07-26 00:00:00",26740,16159
"2025-07-27 00:00:00",24579,15404
"2025-07-28 00:00:00",26517,13101
"2025-07-29 00:00:00",27623,13523
"2025-07-30 00:00:00",27037,13548
"2025-07-31 00:00:00",25689,13315
"2025-08-01 00:00:00",26861,14149
"2025-08-02 00:00:00",26659,16293
"2025-08-03 00:00:00",25637,15562
"2025-08-04 00:00:00",27913,13735
"2025-08-05 00:00:00",50975,25058
"2025-08-06 00:00:00",40342,22281
"2025-08-07 00:00:00",37322,20063
"2025-08-08 00:00:00",35897,19833
"2025-08-09 00:00:00",33829,21832
"2025-08-10 00:00:00",32086,21104
"2025-08-11 00:00:00",31469,18923
"2025-08-12 00:00:00",33234,18395
"2025-08-13 00:00:00",32180,17985
"2025-08-14 00:00:00",29968,17591
"2025-08-15 00:00:00",31239,18096
"2025-08-16 00:00:00",29828,19815
"2025-08-17 00:00:00",30890,19587
"2025-08-18 00:00:00",32650,16427
"2025-08-19 00:00:00",33234,16754
"2025-08-20 00:00:00",29402,15820
"2025-08-21 00:00:00",32350,15955
"2025-08-22 00:00:00",34258,17445
"2025-08-23 00:00:00",34452,20659
"2025-08-24 00:00:00",36881,21809
"2025-08-25 00:00:00",40002,19156
"2025-08-26 00:00:00",40343,19171
"2025-08-27 00:00:00",39933,19135
"2025-08-28 00:00:00",37005,18037
"2025-08-29 00:00:00",37771,18873
"2025-08-30 00:00:00",37747,21871
"2025-08-31 00:00:00",35825,20926
"2025-09-01 00:00:00",36569,16115
"2025-09-02 00:00:00",38600,17492
"2025-09-03 00:00:00",37883,17591
"2025-09-04 00:00:00",38016,17135
"2025-09-05 00:00:00",37405,17822
"2025-09-06 00:00:00",36957,21104
"2025-09-07 00:00:00",34957,20017
"2025-09-08 00:00:00",36207,15999
"2025-09-09 00:00:00",36378,15745
"2025-09-10 00:00:00",35143,15390
"2025-09-11 00:00:00",34303,15084
"2025-09-12 00:00:00",34129,16089
"2025-09-13 00:00:00",33200,17977
"2025-09-14 00:00:00",31413,18089
"2025-09-15 00:00:00",32040,15826
"2025-09-16 00:00:00",34306,14568
"2025-09-17 00:00:00",32974,14364
"2025-09-18 00:00:00",33579,14664
"2025-09-19 00:00:00",33791,15430
"2025-09-20 00:00:00",32723,18676
"2025-09-21 00:00:00",31101,17436
"2025-09-22 00:00:00",33164,14975
"2025-09-23 00:00:00",31275,15895
"2025-09-24 00:00:00",35532,15550
"2025-09-25 00:00:00",38010,16541
"2025-09-26 00:00:00",39818,18291
"2025-09-27 00:00:00",39533,21643
"2025-09-28 00:00:00",38864,20029
"2025-09-29 00:00:00",38558,17042
"2025-09-30 00:00:00",36788,17161
"2025-10-01 00:00:00",36758,18214
"2025-10-02 00:00:00",36051,17679
"2025-10-03 00:00:00",36100,18317
"2025-10-04 00:00:00",36605,21025
"2025-10-05 00:00:00",34753,20099
"2025-10-06 00:00:00",35802,17691
"2025-10-07 00:00:00",36926,16796
"2025-10-08 00:00:00",37348,17116
"2025-10-09 00:00:00",38310,16330
"2025-10-10 00:00:00",38063,16948
"2025-10-11 00:00:00",36766,19265
"2025-10-12 00:00:00",36195,19691
"2025-10-13 00:00:00",35962,17006
"2025-10-14 00:00:00",37542,15579
"2025-10-15 00:00:00",55080,24051
"2025-10-16 00:00:00",46429,21542
"2025-10-17 00:00:00",44694,21295
"2025-10-18 00:00:00",42424,24246
"2025-10-19 00:00:00",39036,22094
"2025-10-20 00:00:00",39244,17211
"2025-10-21 00:00:00",37344,16349
"2025-10-22 00:00:00",36439,15638
"2025-10-23 00:00:00",35511,15455
"2025-10-24 00:00:00",36058,16593
"2025-10-25 00:00:00",35971,19837
"2025-10-26 00:00:00",33590,18778
"2025-10-27 00:00:00",34620,14993
"2025-10-28 00:00:00",34011,14648
"2025-10-29 00:00:00",32643,14527
"2025-10-30 00:00:00",33506,14632
"2025-10-31 00:00:00",34738,16113
"2025-11-01 00:00:00",34696,19198
"2025-11-02 00:00:00",34380,19065
"2025-11-03 00:00:00",34510,16673
"2025-11-04 00:00:00",36480,15766
"2025-11-05 00:00:00",35040,15545
"2025-11-06 00:00:00",35893,15816
"2025-11-07 00:00:00",37048,17190
"2025-11-08 00:00:00",36043,20327
"2025-11-09 00:00:00",33938,18708
"2025-11-10 00:00:00",35132,15226
"2025-11-11 00:00:00",35576,15529
"2025-11-12 00:00:00",35102,15323
"2025-11-13 00:00:00",32452,13666
"2025-11-14 00:00:00",33679,15665
"2025-11-15 00:00:00",32864,18451
"2025-11-16 00:00:00",31047,17067
"2025-11-17 00:00:00",32147,13834
"2025-11-18 00:00:00",34133,13898
"2025-11-19 00:00:00",31922,13778
"2025-11-20 00:00:00",31000,13361
"2025-11-21 00:00:00",31722,14757
"2025-11-22 00:00:00",31230,17626
"2025-11-23 00:00:00",30570,17000
"2025-11-24 00:00:00",29683,14774
"2025-11-25 00:00:00",30328,13427
"2025-11-26 00:00:00",31010,13765
"2025-11-27 00:00:00",30657,13785
"2025-11-28 00:00:00",32464,15121
"2025-11-29 00:00:00",31828,17803
"2025-11-30 00:00:00",30405,16776
"2025-12-01 00:00:00",32989,14356
"2025-12-02 00:00:00",33133,14556
"2025-12-03 00:00:00",31685,14111
"2025-12-04 00:00:00",30929,13563
"2025-12-05 00:00:00",31122,14666
"2025-12-06 00:00:00",31379,17460
"2025-12-07 00:00:00",29866,16537
"2025-12-08 00:00:00",30895,13584
"2025-12-09 00:00:00",32104,14096
"2025-12-10 00:00:00",31420,13849
"2025-12-11 00:00:00",31771,14124
"2025-12-12 00:00:00",34006,15609
"2025-12-13 00:00:00",35875,19482
"2025-12-14 00:00:00",33992,18555
"2025-12-15 00:00:00",36187,15730
"2025-12-16 00:00:00",34445,14085
"2025-12-17 00:00:00",37649,16963
"2025-12-18 00:00:00",38129,17012
"2025-12-19 00:00:00",38218,17971
"2025-12-20 00:00:00",36785,21713
"2025-12-21 00:00:00",36726,20151
"2025-12-22 00:00:00",37876,16807
"2025-12-23 00:00:00",37311,17016
"2025-12-24 00:00:00",37015,18579
"2025-12-25 00:00:00",35399,17269
"2025-12-26 00:00:00",36495,17776
"2025-12-27 00:00:00",35000,19898
"2025-12-28 00:00:00",34585,19434
"2025-12-29 00:00:00",34044,17733
"2025-12-30 00:00:00",33755,17707
"2025-12-31 00:00:00",30009,17980
"2026-01-01 00:00:00",30855,17887
"2026-01-02 00:00:00",32046,18246
"2026-01-03 00:00:00",33295,18704
"2026-01-04 00:00:00",33346,17781
"2026-01-05 00:00:00",34340,16292
"2026-01-06 00:00:00",35719,16461
"2026-01-07 00:00:00",34492,16271
"2026-01-08 00:00:00",33688,15732
"2026-01-09 00:00:00",36102,17310
"2026-01-10 00:00:00",35675,20409
"2026-01-11 00:00:00",33636,19530
"2026-01-12 00:00:00",32588,16970
"2026-01-13 00:00:00",33879,15597
"2026-01-14 00:00:00",33578,15576
"2026-01-15 00:00:00",33506,15576
"2026-01-16 00:00:00",34322,16813
"2026-01-17 00:00:00",35093,20100
"2026-01-18 00:00:00",33119,19046
"2026-01-19 00:00:00",33659,15816
"2026-01-20 00:00:00",33764,15792
"2026-01-21 00:00:00",33731,15805
"2026-01-22 00:00:00",32205,14911
"2026-01-23 00:00:00",32881,16010
"2026-01-24 00:00:00",33766,19150
"2026-01-25 00:00:00",31393,18219
"2026-01-26 00:00:00",32158,14905
"2026-01-27 00:00:00",33195,15441
"2026-01-28 00:00:00",33890,15619
"2026-01-29 00:00:00",32844,15431
"2026-01-30 00:00:00",32462,15913
"2026-01-31 00:00:00",34764,19750
"2026-02-01 00:00:00",32052,18667
"2026-02-02 00:00:00",33780,15756
"2026-02-03 00:00:00",33919,15852
"2026-02-04 00:00:00",33410,15700
"2026-02-05 00:00:00",32418,15278
"2026-02-06 00:00:00",32159,15941
"2026-02-07 00:00:00",32796,18688
"2026-02-08 00:00:00",31364,17900
"2026-02-09 00:00:00",31844,15018
"2026-02-10 00:00:00",33101,16140
"2026-02-11 00:00:00",31818,17174
"2026-02-12 00:00:00",31809,15681
"2026-02-13 00:00:00",33686,17080
"2026-02-14 00:00:00",34243,19701
"2026-02-15 00:00:00",32832,19344
"2026-02-16 00:00:00",32400,17491
"2026-02-17 00:00:00",33318,17052
"2026-02-18 00:00:00",32738,16651
"2026-02-19 00:00:00",32764,16817
"2026-02-20 00:00:00",33442,17249
"2026-02-21 00:00:00",34002,20155
"2026-02-22 00:00:00",34503,20204
"2026-02-23 00:00:00",33471,19161
"2026-02-24 00:00:00",34835,16841
"2026-02-25 00:00:00",34818,16577
"2026-02-26 00:00:00",33909,16175
"2026-02-27 00:00:00",32625,16183
"2026-02-28 00:00:00",33148,18213
"2026-03-01 00:00:00",32129,17879
"2026-03-02 00:00:00",33060,14991
"2026-03-03 00:00:00",35177,14693
"2026-03-04 00:00:00",34490,15480
"2026-03-05 00:00:00",33706,15165
"2026-03-06 00:00:00",33217,15879
"2026-03-07 00:00:00",33105,18488
"2026-03-08 00:00:00",31772,17472
"2026-03-09 00:00:00",32129,14229
"2026-03-10 00:00:00",32553,14210
"2026-03-11 00:00:00",31023,13842
"2026-03-12 00:00:00",32760,14411
"2026-03-13 00:00:00",34601,16094
"2026-03-14 00:00:00",36346,22739
"2026-03-15 00:00:00",34679,20535
"2026-03-16 00:00:00",36185,15751
"2026-03-17 00:00:00",72067,32987
"2026-03-18 00:00:00",57218,27835
"2026-03-19 00:00:00",51821,24960
"2026-03-20 00:00:00",46683,25621
"2026-03-21 00:00:00",44663,26224
"2026-03-22 00:00:00",42882,24378
"2026-03-23 00:00:00",43759,19680
"2026-03-24 00:00:00",43139,19311
"2026-03-25 00:00:00",41159,18640
"2026-03-26 00:00:00",39218,17756
"2026-03-27 00:00:00",38557,18481
"2026-03-28 00:00:00",37753,21406
"2026-03-29 00:00:00",36486,20000
"2026-03-30 00:00:00",36425,16487
"2026-03-31 00:00:00",36684,16475
"2026-04-01 00:00:00",34697,15295
"2026-04-02 00:00:00",37491,16465
"2026-04-03 00:00:00",39670,18553
"2026-04-04 00:00:00",37371,21472
"2026-04-05 00:00:00",35315,20373
"2026-04-06 00:00:00",36599,17224
"2026-04-07 00:00:00",36152,15859
"2026-04-08 00:00:00",35322,15421
"2026-04-09 00:00:00",34679,15283
"2026-04-10 00:00:00",35339,16605
"2026-04-11 00:00:00",34899,19534
"2026-04-12 00:00:00",32221,18081
"2026-04-13 00:00:00",33617,14450
"2026-04-14 00:00:00",34540,14667
"2026-04-15 00:00:00",32019,13429
"2026-04-16 00:00:00",32348,14121
"2026-04-17 00:00:00",32164,15242
"2026-04-18 00:00:00",32883,18508
"2026-04-19 00:00:00",31059,17455
"2026-04-20 00:00:00",32136,13981
"2026-04-21 00:00:00",34364,14872
"2026-04-22 00:00:00",34602,15196
"2026-04-23 00:00:00",37057,16185
"2026-04-24 00:00:00",37470,17624
"2026-04-25 00:00:00",37577,21197
"2026-04-26 00:00:00",35780,20391
"2026-04-27 00:00:00",37165,16271
"2026-04-28 00:00:00",37548,17042
"2026-04-29 00:00:00",38266,17937
"2026-04-30 00:00:00",34256,16991
"2026-05-01 00:00:00",33527,18350
"2026-05-02 00:00:00",32376,18959
"2026-05-03 00:00:00",33408,19350
"2026-05-04 00:00:00",33295,19029
"2026-05-05 00:00:00",34619,18982
"2026-05-06 00:00:00",33844,17710
"2026-05-07 00:00:00",37716,15808
"2026-05-08 00:00:00",37958,17930
"2026-05-09 00:00:00",38513,20787
"2026-05-10 00:00:00",34942,19903
"2026-05-11 00:00:00",34961,15523
"2026-05-12 00:00:00",35466,15836
"2026-05-13 00:00:00",35186,15734
"2026-05-14 00:00:00",34972,15636
"2026-05-15 00:00:00",35593,16698
"2026-05-16 00:00:00",34659,19764
"2026-05-17 00:00:00",32258,18427
"2026-05-18 00:00:00",33007,14772
"2026-05-19 00:00:00",33703,14863
"2026-05-20 00:00:00",33305,14813
"2026-05-21 00:00:00",33939,15172
"2026-05-22 00:00:00",36070,16609
"2026-05-23 00:00:00",35058,19736
"2026-05-24 00:00:00",32859,18496
"2026-05-25 00:00:00",34252,15257
"2026-05-26 00:00:00",35608,15675
"2026-05-27 00:00:00",35204,15765
"2026-05-28 00:00:00",72977,33641
"2026-05-29 00:00:00",59500,30154
"2026-05-30 00:00:00",53895,31823
"2026-05-31 00:00:00",47842,27994
"2026-06-01 00:00:00",46697,20973
"2026-06-02 00:00:00",48608,21661
"2026-06-03 00:00:00",45542,21395
"2026-06-04 00:00:00",43765,19663
"2026-06-05 00:00:00",45902,21452
"2026-06-06 00:00:00",47734,27500
"2026-06-07 00:00:00",46208,26395
"2026-06-08 00:00:00",45598,20560
"2026-06-09 00:00:00",46256,20336
"2026-06-10 00:00:00",44627,20231
"2026-06-11 00:00:00",43624,19691
"2026-06-12 00:00:00",44177,21091
"2026-06-13 00:00:00",43196,24899
"2026-06-14 00:00:00",39773,23410
"2026-06-15 00:00:00",41385,18486
"2026-06-16 00:00:00",42467,18822
"2026-06-17 00:00:00",39639,18110
"2026-06-18 00:00:00",35205,19404
